,index,Price,Year,Mileage,City,State,Vin,Make,Model
10851,142516,21899,2013,83323,Gadsden, AL,3GCPCSE01DG308211,Chevrolet,Silverado
10852,460247,21819,2014,40720,Waukesha, WI,5XYZUDLB7EG185178,Hyundai,Santa
10853,288876,16988,2012,95947,Somerville, NJ,1FMHK8D88CGA98052,Ford,Explorer4WD
10854,127778,10495,2010,109409,Burlington, KS,1GNLRFED1AS132246,Chevrolet,TraverseFWD
10855,823575,27998,2012,76848,Webster, TX,5TFUW5F14CX216006,Toyota,Tundra
10856,396859,15990,2014,21358,Calera, AL,1HGCT1B38EA002583,Honda,Accord
10857,154885,7835,2012,109048,Americus, GA,2G1WG5E34C1225657,Chevrolet,ImpalaLT
10858,611397,29995,2014,52267,Great Neck, NY,4JGDA5HB3EA386878,Mercedes-Benz,M-ClassML350
10859,467508,9980,2008,125332,Madison, NC,JNKBV61F48M254815,INFINITI,G35
10860,270435,13395,2010,90032,Parma, OH,3FAHP0HA0AR149396,Ford,Fusion4dr
10861,780511,18988,2013,43384,Pinellas Park, FL,2T3YFREV2DW009536,Toyota,RAV44X2
10862,848050,6980,2007,138274,West Chester, PA,YV1AS982271034688,Volvo,S804dr
10863,529700,10600,2015,26300,Bridgewater, NJ,KNDJN2A24F7185364,Kia,SoulManual
10864,27810,20999,2014,30661,Orlando, FL,WBA3D3C53EK154138,BMW,3
10865,358585,5995,2002,149635,Crystal Lake, IL,1GKEK13Z52J253137,GMC,Yukon4dr
10866,797962,27279,2015,27102,Lafayette, IN,4T3BK3BB0FU109792,Toyota,VenzaLimited
10867,291329,11490,2005,111897,Aurora, CO,1FTVX14585NB38392,Ford,F-1504WD
10868,250797,14888,2016,50495,Richardson, TX,3FA6P0K96GR250487,Ford,FusionTitanium
10869,192153,10895,2012,85440,Phoenix, AZ,1C3CCBBG9CN316535,Chrysler,2004dr
10870,320267,29985,2014,55218,Corpus Christi, TX,1FTFW1ET5EKD82099,Ford,F-1504WD
10871,384194,7995,2009,69767,Memphis, TN,2HGFA165X9H524220,Honda,Civic
10872,396185,18689,2014,35050,Woodbridge, VA,1HGCR2F85EA195947,Honda,Accord
10873,708739,23962,2012,32068,Harbinger, NC,1C6RD7KTXCS234383,Ram,15004WD
10874,448925,10490,2013,42123,DAVIE, FL,KMHD35LE2DU081025,Hyundai,Elantra
10875,631025,3000,2001,172595,BROKEN ARROW, OK,4A3AC54H41E095740,Mitsubishi,Eclipse3dr
10876,650487,13078,2015,49440,Morristown, TN,3N1AB7AP9FY325914,Nissan,SentraSV
10877,143900,26997,2016,11553,Torrington, CT,1G1RD6S58GU133222,Chevrolet,VoltPremier
10878,391306,19995,2016,13190,Dallas, TX,1HGCR2F33GA231254,Honda,Accord
10879,622745,7999,2008,51337,Columbia, TN,2MEFM75V58X605672,Mercury,Grand
10880,835552,5999,2010,115433,Roseville, CA,3VWJZ7AJ3AM042426,Volkswagen,Jetta
10881,305273,26990,2012,23122,Kirkwood, MO,1FTFX1ET2CKD95743,Ford,F-1504WD
10882,192265,10990,2010,79361,Saint Louis, MO,2C3CA3CV4AH182449,Chrysler,3004dr
10883,841635,11994,2010,62702,Newark, CA,WVWFD7AJ4AW154921,Volkswagen,GTI2dr
10884,700401,26950,2008,80513,Universal City, TX,WP0AB29888U781048,Porsche,Cayman2dr
10885,368271,8000,2004,269301,Salisbury, NC,1GKEK13Z24J131242,GMC,Yukon4dr
10886,261439,15935,2015,44942,Louisville, KY,1FMCU0GX6FUB02632,Ford,EscapeFWD
10887,380043,12500,2014,24838,Louisville, KY,19XFB2F51EE242085,Honda,Civic
10888,489105,14556,2014,35169,Akron, OH,1C4NJRFB2ED880733,Jeep,PatriotLatitude
10889,10711,29974,2015,53812,Woodbridge, VA,5FRYD3H40FB003912,Acura,MDXFWD
10890,176566,7999,2003,200210,Hayden, ID,1GNFK16Z83J275685,Chevrolet,Suburban4dr
10891,647672,19988,2016,1172,El Monte, CA,1N4AL3AP4GC222290,Nissan,Altima2.5
10892,792155,15895,2010,73870,Gastonia, NC,4T3BK3BBXAU035015,Toyota,Venza4dr
10893,230749,28512,2016,36556,Bastrop, TX,1C4RDHDG0GC361271,Dodge,Durango2WD
10894,575465,18998,2014,48234,Richmond, VA,3LN6L2GK4ER809735,Lincoln,MKZFWD
10895,174786,13500,2007,156862,Norcross, GA,3GNEC120X7G214555,Chevrolet,Avalanche2WD
10896,174403,33995,2017,12536,Carson, CA,3GCPCREC7HG188147,Chevrolet,Silverado
10897,451422,13322,2013,49216,Delray Beach, FL,5XYZT3LB3DG116791,Hyundai,Santa
10898,535273,19900,2014,39045,Gilbert, AZ,5XXGR4A68EG341022,Kia,OptimaLimited
10899,594864,24944,2014,38126,Danvers, MA,JM3TB3DV9E0430154,Mazda,CX-9Grand
10900,253567,18762,2015,17623,Strongsville, OH,3FA6P0T93FR290779,Ford,FusionSE
10901,625505,9000,2010,94200,Frisco, TX,WMWMM3C50ATP75412,MINI,Cooper
10902,260267,8911,2012,87633,Chandler, AZ,1FAHP3F29CL468245,Ford,Focus4dr
10903,498100,25919,2016,40418,Norfolk, VA,1C4RJFAG9GC474492,Jeep,Grand
10904,363957,13950,2007,150826,Cary, NC,1GKFK66857J272153,GMC,Yukon
10905,490149,16803,2016,38411,Oklahoma City, OK,ZACCJBBT5GPC92844,Jeep,RenegadeLatitude
10906,447552,12328,2016,38096,Tucson, AZ,KMHTC6AD0GU271227,Hyundai,VelosterAutomatic
10907,246282,11986,2016,35660,Houston, TX,1FADP3K29GL291562,Ford,FocusHatchback
10908,101427,16599,2014,15336,Chicago, IL,2GNFLFEK6E6304681,Chevrolet,EquinoxAWD
10909,779279,19304,2015,50319,Little Falls, NJ,JTMBFREV8FJ031161,Toyota,RAV44X4
10910,313165,31500,2016,30788,Kirkland, WA,1FM5K8F8XGGB98076,Ford,Explorer4WD
10911,217850,21985,2016,40885,Cherry Hill, NJ,2C3CDZAG0GH184254,Dodge,ChallengerSXT
10912,789699,16799,2014,53237,Belair, MD,2T1BURHE8EC192749,Toyota,CorollaS
10913,144446,18998,2010,98468,Abilene, TX,1GCSKSE37AZ116889,Chevrolet,Silverado
10914,168487,41777,2016,25639,Wenatchee, WA,3GCUKSEC2GG261615,Chevrolet,Silverado
10915,13442,16857,2015,72259,Fort Wayne, IN,WAUACHFF6F1129690,Audi,A3Sedan
10916,155848,23300,2012,117958,Mesquite, TX,3GCPKTE78CG152852,Chevrolet,Silverado
10917,697897,59185,2009,23948,Northglenn, CO,JN1AR54F89M250388,Nissan,GT-R2dr
10918,779145,21990,2016,7374,Boardman, OH,JTDKBRFU6G3509973,Toyota,PriusTwo
10919,83337,59990,2015,23000,Farmers Branch, TX,1GYS4NKJ9FR657667,Cadillac,Escalade4WD
10920,397662,22997,2017,3265,Harrisonburg, VA,SHHFK7H50HU425033,Honda,Civic
10921,476735,31949,2012,69174,Snellville, GA,JN8AZ2NF6C9518167,INFINITI,QX562WD
10922,753191,11995,2014,47138,Orlando, FL,5YFBURHE1EP139052,Toyota,CorollaLE
10923,576109,20997,2015,34203,Arlington, TX,3LN6L2LU6FR603096,Lincoln,MKZHybrid
10924,414075,18500,2014,52512,Homestead, FL,5FNYF3H26EB004202,Honda,PilotLX
10925,523621,12593,2015,38476,Avondale, AZ,KNAGM4A74F5546119,Kia,OptimaLX
10926,215737,8995,2013,105465,Blue Island, IL,2C4RDGCG4DR627356,Dodge,Grand
10927,681050,20200,2016,20884,Neptune, NJ,1N4AL3AP8GC136562,Nissan,Altima2.5
10928,656093,19990,2016,51803,Oklahoma City, OK,1N4AA6AP9GC446324,Nissan,MaximaS
10929,526458,12880,2014,37876,Vista, CA,5XXGM4A73EG349424,Kia,OptimaLX
10930,281288,15975,2013,76698,Gainesville, FL,1FTMF1EM3DKF00701,Ford,F-150Regular
10931,212993,5595,2008,122600,San Antonio, TX,1D7HA16K98J191427,Dodge,Ram
10932,768726,5995,2011,89510,Honolulu, HI,JTDBT4K30B1400796,Toyota,Yaris4dr
10933,850840,28200,2015,24071,Golden Valley, MN,YV1612SD4F1211332,Volvo,V60T5
10934,568318,35126,2015,46794,Brentwood, TN,2T2BK1BAXFC316014,Lexus,RX
10935,361455,6995,2005,189180,Dalton, GA,1GTDS136858147984,GMC,Canyon2WD
10936,435603,13900,2017,32460,Aurora, CO,KMHD74LF5HU095160,Hyundai,ElantraSE
10937,181610,47994,2015,66752,Santa Rosa, CA,1GNSCCKC5FR166258,Chevrolet,Tahoe2WD
10938,812899,26980,2015,34873,Hollywood, MD,5TFJU4GN6FX088635,Toyota,Tacoma2WD
10939,347463,41495,2013,54203,Wylie, TX,1FT7W2BTXDEB56491,Ford,Super
10940,388123,17650,2015,32886,Fredericksburg, VA,19XFB2F96FE022591,Honda,Civic
10941,38934,28738,2015,35606,Newport Beach, CA,WBA5A5C5XFD516064,BMW,5
10942,266228,6990,2009,104305,Dallas, TX,1FMCU03G59KC20564,Ford,EscapeFWD
10943,580435,25890,2016,27508,Lansdale, PA,3LN6L2LU1GR601919,Lincoln,MKZHybrid
10944,441158,15500,2014,32100,Austin, TX,5NPEC4AB9EH819085,Hyundai,SonataLimited
10945,553522,93994,2016,8090,Corte Madera, CA,SALGS2EF8GA294603,Land,Rover
10946,341403,8999,2004,235835,Hayden, ID,1FTPX14504NC11438,Ford,F-1504WD
10947,746681,11850,2015,41232,Whippany, NJ,2T1BURHE9FC416502,Toyota,CorollaLE
10948,301188,20988,2014,25205,Huntley, IL,1FMCU0J9XEUD23658,Ford,EscapeTitanium
10949,35667,23999,2014,39750,Miami, FL,WBA5A7C57ED219425,BMW,5
10950,720707,36618,2017,5418,Warren, MI,1C6RR7MT3HS698590,Ram,1500Sport
10951,564553,20583,2012,55164,Houston, TX,JTHBF5C20C5175033,Lexus,IS
10952,264982,14500,2013,61748,Cedar Rapids, IA,1FMCU0J94DUA05131,Ford,EscapeTitanium
10953,590830,20998,2016,34402,Danvers, MA,JM3KE4CY9G0742515,Mazda,CX-5Touring
10954,705830,8990,2013,89801,Newport, RI,2C4JRGAG8DR644808,Ram,Cargo
10955,339409,39940,2015,26235,Newnan, GA,1FT7W2BT3FEC81271,Ford,Super
10956,222062,21863,2016,29928,Fruitland Park, FL,2C4RDGEG2GR375754,Dodge,Grand
10957,139618,25682,2016,30226,Lima, OH,1GNKRGKDXGJ280013,Chevrolet,TraverseFWD
10958,330362,25800,2014,65028,Little Rock, AR,1FM5K7D86EGA01396,Ford,ExplorerXLT
10959,638879,11200,2014,22191,Elgin, IL,3N1AB7AP6EL674069,Nissan,SentraSV
10960,449124,11995,2012,55629,Toms River, NJ,KMHFG4JG7CA171315,Hyundai,Azera4dr
10961,808627,23791,2010,105013,Portland, OR,5TELU4ENXAZ680228,Toyota,Tacoma4WD
10962,430759,18797,2014,24435,Tallahassee, FL,KMHEC4A44EA108818,Hyundai,Sonata
10963,843083,12392,2015,45636,Waldorf, MD,3VWD17AJ5FM281617,Volkswagen,Jetta
10964,84912,13500,2015,44498,Santa Rosa, CA,1G11D5SL9FF324091,Chevrolet,Malibu2LT
10965,489052,14995,2016,39021,Roseville, CA,1C4NJPBA7GD753707,Jeep,PatriotSport
10966,473168,34588,2017,2461,Barrington, IL,JN1BJ0RR3HM403629,INFINITI,QX50AWD
10967,129556,17587,2017,24176,Kansas City, KS,1G1ZE5STXHF133704,Chevrolet,MalibuLT
10968,558511,28488,2014,14638,Glen Cove, NY,JTHBK1GG2E2138810,Lexus,ES
10969,154689,23900,2013,119050,Edgefield, SC,3GCPKSE73DG146355,Chevrolet,Silverado
10970,379087,11500,2014,35720,Dublin, OH,2HGFB2F58EH519224,Honda,Civic
10971,534053,11783,2014,55295,Ft. Walton Beach, FL,KNDJP3A54E7711226,Kia,SoulAutomatic
10972,157463,11985,2007,164145,Davis, CA,3GNFK16327G134825,Chevrolet,Suburban4WD
10973,711312,26897,2014,33487,Gardner, MA,1C6RR7KT2ES411335,Ram,"1500Tradesman,"
10974,603165,31977,2015,23186,San Diego, CA,55SWF4KB4FU015477,Mercedes-Benz,C-ClassC300
10975,346664,55998,2016,6072,Webster, TX,1FA6P8JZ1G5520275,Ford,MustangShelby
10976,482087,17985,2017,19911,Wichita Falls, TX,1C4NJCEA5HD116501,Jeep,CompassLatitude
10977,467746,17990,2011,33767,Lawrenceburg, KY,JN1CV6EL4BM260727,INFINITI,G37
10978,100514,16597,2017,15871,Dallas, TX,1G1BE5SM4H7166573,Chevrolet,CruzeSedan
10979,214086,14888,2016,52706,Phoenix, AZ,2C4RDGCGXGR357263,Dodge,Grand
10980,416767,13704,2011,126991,Lansing, MI,5FNYF4H41BB015630,Honda,Pilot4WD
10981,416899,29790,2016,9728,Greenacres, FL,5J6RM3H95GL024944,Honda,CR-VTouring
10982,397044,14990,2014,34421,Freeport, NY,1HGCT1B83EA014913,Honda,Accord
10983,670113,6105,2008,128788,Portland, OR,JN8AS58T98W016480,Nissan,RogueFWD
10984,470232,8900,2005,90339,Linden, NJ,JNRAS08W25X202117,INFINITI,FX35AWD
10985,852082,66240,2018,14,Nazareth, PA,LVY992ML7JP006733,Volvo,S90T6
10986,579799,31139,2013,56332,Spartanburg, SC,5LMJJ2H58DEL01050,Lincoln,Navigator2WD
10987,268772,3874,2006,116038,Beaverton, OR,1FAFP31N66W159358,Ford,Focus3dr
10988,610914,19995,2010,93371,Farmers Branch, TX,4JGBF2FE8AA615019,Mercedes-Benz,GL-Class4MATIC
10989,721120,36500,2014,82742,Helena, MT,3C63R3KJXEG257848,Ram,"3500Longhorn,"
10990,442953,6500,2010,93613,Schenectady, NY,KMHDU4AD0AU923597,Hyundai,Elantra4dr
10991,338797,27483,2014,50474,Jefferson City, MO,1FM5K8F86EGA85707,Ford,ExplorerLimited
10992,481137,12450,2014,34704,Hollywood, FL,1C4NJCEB7ED628779,Jeep,CompassLatitude
10993,12467,20979,2015,52697,Calumet City, IL,WAUBFAFL4FN015883,Audi,A42.0T
10994,394095,18990,2016,29353,Rosenberg, TX,1HGCR2F37GA185587,Honda,Accord
10995,131700,20679,2013,62518,Houston, TX,1GCRCSEA0DZ341833,Chevrolet,Silverado
10996,276190,14985,2013,87889,Lawton, OK,2FMDK4JC9DBA55977,Ford,EdgeSEL
10997,732712,18937,2015,36885,Bensenville, IL,JF2GPACC5FH217156,Subaru,XV
10998,565703,28145,2014,42245,Fort Worth, TX,JTHBE1BL9E5037399,Lexus,GS
10999,345884,49988,2016,38573,Clarksville, TN,1FT7W2BT7GEA47734,Ford,Super
11000,664270,10989,2012,103117,Madison, WI,JN8AS5MV1CW396205,Nissan,RogueAWD
11001,342747,25498,2007,34501,Lakewood, CO,1ZVFT82H875368729,Ford,Mustang2dr
11002,744440,8000,2003,115921,Grapevine, TX,JF1SG65603H700262,Subaru,Forester4dr
11003,492688,20500,2017,23470,Fort Wayne, IN,ZACCJBBB3HPE49599,Jeep,RenegadeLatitude
11004,754822,15582,2015,28753,Matteson, IL,4T1BF1FK4FU049575,Toyota,CamrySE
11005,243811,11493,2014,29256,Leavenworth, KS,1FADP3J21EL112039,Ford,FocusSedan
11006,479361,27988,2011,21340,San Diego, CA,SAJWA1CB7BLV17552,Jaguar,XJ4dr
11007,772591,16975,2014,54091,Madison, WI,JTMRFREV5ED082368,Toyota,RAV44X4
11008,471264,30990,2016,16947,San Antonio, TX,5N1AL0MN0GC518003,INFINITI,QX60FWD
11009,326878,23900,2013,58179,Harmarville, PA,2FMHK6DT8DBD35527,Ford,FlexLimited
11010,214544,10988,2014,84076,Raleigh, NC,1C3CDFBB6ED740563,Dodge,DartSXT
11011,31758,23988,2014,30895,Birmingham, AL,WBA3A5C50EF605720,BMW,3
11012,352545,10995,2011,117827,Waldorf, MD,2CTALUEC1B6311327,GMC,TerrainFWD
11013,444636,11595,2015,22159,Novi, MI,KMHCT5AE4FU222890,Hyundai,AccentGS
11014,503867,15280,2016,41412,Tomball, TX,1C4NJPFA6GD743163,Jeep,PatriotLatitude
11015,576891,27948,2015,44427,Issaquah, WA,5LMTJ2AHXFUJ05603,Lincoln,MKCAWD
11016,704889,22700,2016,35223,Hoover, AL,1C6RR6GT7GS262393,Ram,"1500SLT,"
11017,29989,22480,2015,37340,Philadelphia, PA,WBA3A5G59FNS82754,BMW,3
11018,486458,20469,2016,33650,Gresham, OR,1C4PJMCB8GW241599,Jeep,Cherokee4WD
11019,689366,32997,2016,9177,Grand Junction, CO,5N1AR2MM9GC636083,Nissan,PathfinderSL
11020,643183,9823,2016,46110,Del City, OK,3N1CN7AP1GL815875,Nissan,VersaSV
11021,452944,13477,2012,61642,Tempe, AZ,KM8JU3AC1CU344061,Hyundai,TucsonFWD
11022,701931,55995,2014,27309,Seekonk, MA,WP0CB2A81ES140464,Porsche,BoxsterRoadster
11023,788247,14000,2012,34415,Kennesaw, GA,4T1BF1FK1CU122350,Toyota,Camry4dr
11024,304466,27996,2015,24373,Carrollton, TX,1FA6P8CF9F5301663,Ford,MustangFastback
11025,75428,22595,2016,43834,Tampa, FL,2G61M5S37G9151109,Cadillac,XTSFWD
11026,133363,12787,2010,114482,Richardson, TX,1GNLRHED7AS100817,Chevrolet,TraverseFWD
11027,330509,33995,2014,47607,Anchorage, AK,1FTFW1ETXEFC26889,Ford,F-1504WD
11028,489171,14950,2014,23569,Parker, CO,1C4NJRBB2ED780850,Jeep,PatriotSport
11029,232172,28980,2015,24494,Austin, TX,2C3CDZBT3FH715120,Dodge,ChallengerR/T
11030,322443,30490,2014,57862,Washington, NJ,1FTFW1ET3EFA40644,Ford,F-1504WD
11031,430986,13197,2017,42284,Woburn, MA,5NPE24AFXHH446875,Hyundai,Sonata2.4L
11032,224164,26800,2014,22732,Abilene, TX,2C3CDYBT6EH269683,Dodge,ChallengerR/T
11033,765090,9995,2010,81810,San Leandro, CA,4T1BF3EK8AU040075,Toyota,Camry4dr
11034,340681,42991,2015,34558,Ankeny, IA,1FMJK1MTXFEF35434,Ford,Expedition
11035,455653,9858,2009,81862,Norman, OK,KMHGC46E19U040962,Hyundai,Genesis4dr
11036,698471,6995,2009,78596,Suffolk, VA,1G2ZJ57K194259728,Pontiac,G64dr
11037,518841,45270,2017,6408,Avondale, AZ,1C4BJWFG5HL618387,Jeep,Wrangler
11038,138322,19500,2016,27916,Coolidge, AZ,2GNALCEK3G6326276,Chevrolet,EquinoxFWD
11039,759142,17109,2016,28381,Winnsboro, LA,2T1BURHE1GC580411,Toyota,CorollaS
11040,686764,7925,2009,169940,DAYTON, OH,JN8AZ18WX9W148423,Nissan,MuranoAWD
11041,511980,31084,2015,27374,Littleton, CO,1C4BJWDG8FL697795,Jeep,Wrangler
11042,516818,36787,2016,22941,Jacksonville, AR,1C4RJFBT0GC328090,Jeep,Grand
11043,377394,56200,2015,24600,Abilene, TX,1GT120E84FF126266,GMC,Sierra
11044,351353,17250,2014,40805,Humble, TX,2GKALMEK5E6344990,GMC,TerrainFWD
11045,366971,36995,2017,18134,Las Cruces, NM,1GKKNMLS8HZ189667,GMC,AcadiaFWD
11046,174008,18990,2007,228145,Raleigh, NC,1GCHK23DX7F113663,Chevrolet,Silverado
11047,282223,11500,2013,78004,Charlotte, NC,1FAHP2F88DG202756,Ford,TaurusLimited
11048,154601,33895,2016,26322,El Paso, TX,3GCPCREC8GG190939,Chevrolet,Silverado
11049,336331,29495,2011,87232,Flowood, MS,1FT7W2BT8BED07647,Ford,Super
11050,665367,23900,2016,35093,Plano, TX,1N4AA6AP9GC383807,Nissan,MaximaSL
11051,828823,15287,2015,18019,Jacksonville, FL,1VWAT7A33FC060761,Volkswagen,Passat4dr
11052,306586,13532,2015,55588,Sulphur Springs, TX,1FMCU0F74FUB56190,Ford,EscapeFWD
11053,48046,24386,2012,64247,Seattle, WA,WBALM7C55CE384735,BMW,Z4sDrive35i
11054,653339,13591,2011,70348,Davis, CA,1N4AA5AP6BC864181,Nissan,Maxima4dr
11055,283862,22000,2014,36743,Manor, TX,2FMDK3JC4EBA74836,Ford,EdgeSEL
11056,192028,17994,2016,63810,Richmond, VA,2C3CCAEG3GH216659,Chrysler,300300C
11057,776056,16311,2014,55781,Lake Elsinore, CA,JTDKN3DU7E0386867,Toyota,PriusFour
11058,499672,19979,2012,83123,Libertyville, IL,1C4RJFCG0CC208009,Jeep,Grand
11059,754635,16995,2016,18303,Leonardtown, MD,2T1BURHE6GC505865,Toyota,CorollaLE
11060,101646,8995,2012,115711,Alcoa, TN,1G1ZD5E04CF347181,Chevrolet,MalibuLT
11061,376242,44988,2015,27427,Fort Worth, TX,3GTU2VEJ9FG413338,GMC,Sierra
11062,376545,48500,2015,64806,Murray, UT,1GT12ZE80FF103250,GMC,Sierra
11063,841704,21990,2013,54308,Jasper, AL,1VWBN7A3XDC103391,Volkswagen,PassatTDI
11064,701527,48999,2017,6702,Long Beach, CA,WP1AA2A58HLB05420,Porsche,MacanAWD
11065,224051,13658,2013,54910,Austin, TX,3C4PDCABXDT503399,Dodge,JourneySE
11066,617402,42980,2016,16848,Pacoima, CA,WDZPE8CD3GP177642,Mercedes-Benz,Sprinter
11067,105596,13999,2015,76208,Tulsa, OK,2GNALBEK2F6128622,Chevrolet,EquinoxFWD
11068,311679,29589,2014,30153,Charleston, WV,1FTFX1EF8EFD06537,Ford,F-1504WD
11069,127737,21361,2013,22977,Radcliff, KY,2G1FC1E39D9122970,Chevrolet,CamaroCoupe
11070,464080,19990,2016,17074,Thomson, GA,KM8J23A47GU024831,Hyundai,TucsonFWD
11071,191417,16499,2015,38512,Inver Grove Heights, MN,1C3CCCCG7FN568759,Chrysler,200C
11072,548133,15478,2013,48911,Easton, MD,5XYKU3A63DG333620,Kia,SorentoEX
11073,607864,22961,2012,74341,Irwin, PA,4JGDA5HB3CA028564,Mercedes-Benz,M-ClassML350
11074,650325,10588,2014,60185,Pensacola, FL,3N1AB7AP9EY214178,Nissan,SentraS
11075,341249,33933,2014,64699,Katy, TX,1FTFW1ET5EKE63264,Ford,F-1504WD
11076,115140,18977,2016,60260,Landover, MD,1GNALDEK6GZ105572,Chevrolet,EquinoxFWD
11077,548802,15700,2014,39331,Montgomery, AL,KNDJP3A57E7094954,Kia,SoulAutomatic
11078,1065,18021,2014,57647,Morton Grove, IL,JH4CU2F64EC004131,Acura,TSX5-Speed
11079,667786,6999,2009,166676,Circleville, OH,JN8AZ18W29W124908,Nissan,MuranoAWD
11080,516649,31995,2012,58974,Killeen, TX,1C4BJWFGXCL262690,Jeep,Wrangler
11081,47369,33300,2014,42464,Salem, OR,WBA3K5C54EKT33693,BMW,3
11082,664399,17900,2014,32187,Coraopolis, PA,5N1AT2MV1EC858933,Nissan,RogueSV
11083,195971,19990,2013,53663,TACOMA, WA,2C3CCAAG9DH698166,Chrysler,300Motown
11084,684418,14995,2013,38607,Sebring, FL,1N4AL2EP6DC287562,Nissan,AltimaCoupe
11085,595606,2495,2000,162108,Plainville, CT,JM1BJ2222Y0227492,Mazda,Protege4dr
11086,229828,13900,2004,144941,Tucson, AZ,3D7KU28DX4G127149,Dodge,Ram
11087,506664,29995,2015,47622,Conway, SC,1C4RJEBG9FC857436,Jeep,Grand
11088,69220,10995,2009,79456,Novi, MI,1G6DG577790154640,Cadillac,CTS4dr
11089,267303,7365,2008,95333,Lynn, MA,1FMCU93108KC32524,Ford,Escape4WD
11090,28662,5999,2002,116321,San Clemente, CA,WBABS33432PG85866,BMW,3
11091,312411,32981,2017,17789,San Diego, CA,1FTEW1CG5HKC65533,Ford,F-150Limited
11092,159962,35999,2016,21366,Fond du Lac, WI,3GCUKREC0GG328186,Chevrolet,Silverado
11093,221433,19655,2016,40649,Saint George, UT,2C4RDGEG9GR270628,Dodge,Grand
11094,145569,1595,2007,278250,Elba, AL,2G1WB58K479357617,Chevrolet,Impala4dr
11095,689004,22000,2014,24475,Louisville, KY,JN8AZ1MU1EW405225,Nissan,Murano2WD
11096,46689,43645,2018,9,Lancaster, PA,WBXHT3C33J5F89217,BMW,X1xDrive28i
11097,303448,15194,2003,130868,Thornton, CO,1FTSW31P93EC92324,Ford,Super
11098,700116,13495,2008,101950,Sacramento, CA,WP1AA29P28LA14214,Porsche,CayenneAWD
11099,445868,7000,2006,93844,Raytown, MO,5NPEU46F56H125293,Hyundai,Sonata4dr
11100,595306,32530,2016,10228,St. Louis, MO,JM3TCBCYXG0104403,Mazda,CX-9AWD
11101,64229,4599,2004,103414,Warner Robins, GA,1G4CW54KX44100282,Buick,Park
11102,497188,9694,2007,134935,Colorado Springs, CO,1J8FF28W77D307738,Jeep,Patriot4WD
11103,88480,17233,2017,29863,Overland Park, KS,1G1ZE5ST9HF109300,Chevrolet,MalibuLT
11104,536987,11995,2014,51669,Richardson, TX,KNDJP3A59E7027238,Kia,SoulAutomatic
11105,564760,28500,2015,39775,San Jose, CA,2T2ZK1BA6FC156342,Lexus,RX
11106,698711,6500,2008,101718,Canfield, OH,1G2ZM577884223438,Pontiac,G64dr
11107,754376,10488,2013,68813,Wood River, IL,5YFBU4EE5DP137133,Toyota,CorollaLE
11108,126905,8933,2010,118358,Schaumburg, IL,1GNLRFED3AS109888,Chevrolet,TraverseFWD
11109,136068,27990,2016,11915,Orlando, FL,1GCRCPEH4GZ365535,Chevrolet,Silverado
11110,822142,48999,2016,7190,Antioch, CA,5TFAY5F11GX568737,Toyota,Tundra
11111,266084,12490,2013,84609,Raleigh, NC,1FMCU0HX8DUB02966,Ford,EscapeSEL
11112,707057,25222,2015,34773,Greenvale, NY,1C6RR7KG3FS525235,Ram,"1500Tradesman,"
11113,271601,23167,2017,17714,Vero Beach, FL,1FMCU0J94HUC56222,Ford,EscapeFWD
11114,45398,33999,2015,37949,Orlando, FL,WBAFV3C5XFD686776,BMW,5
11115,218813,17997,2016,42739,Golden, CO,2C4RDGCG6GR339990,Dodge,Grand
11116,487000,18000,2017,6032,St. Peters, MO,1C4NJPBA5HD102318,Jeep,PatriotSport
11117,436844,12594,2015,45064,Fremont, CA,5NPE24AF3FH138492,Hyundai,SonataSE
11118,378209,53995,2015,29990,Brooklyn Center, MN,1GT120E89FF160221,GMC,Sierra
11119,840476,24522,2017,9009,Indianapolis, IN,WVGBV7AX8HW502287,Volkswagen,TiguanS
11120,649003,19988,2016,8954,Clarksville, TN,1N4AL3AP1GC162324,Nissan,Altima2.5
11121,337946,38588,2015,33865,Willowbrook, IL,1FT7X2B68FED37387,Ford,Super
11122,651127,14995,2015,18563,Wake Forest, NC,3N1AB7AP1FY330279,Nissan,SentraSL
11123,117803,9466,2012,79475,Woodbridge, VA,1G1ZC5E09CF171084,Chevrolet,Malibu1LT
11124,308636,25874,2013,78423,Virginia Beach, VA,1FM5K8GT2DGB51686,Ford,ExplorerSport
11125,706806,20625,2017,11186,Davie, FL,3C6TRVAG9HE520543,Ram,ProMaster
11126,125349,4999,2005,110164,Bowling Green, KY,1GNET16S556157014,Chevrolet,TrailBlazer4dr
11127,503625,28117,2015,44753,Chamblee, GA,1C4RJFBG2FC785761,Jeep,Grand
11128,188521,11858,2015,59286,Glendale Heights, IL,1C3CCCAB8FN571385,Chrysler,200Limited
11129,845764,17500,2016,13463,Schenectady, NY,3VWC17AUXGM523230,Volkswagen,Golf
11130,16005,13900,2009,91864,Sacramento, CA,WA1KK78R99A007965,Audi,Q5quattro
11131,72590,2500,2005,163745,Richmond, VA,1G6KD54Y65U175351,Cadillac,DeVille4dr
11132,333068,14900,2006,81129,Hazlet, NJ,1FTSX21546EB57360,Ford,Super
11133,152841,33994,2016,8007,Fox Lake, IL,1GCVKPEC2GZ335603,Chevrolet,Silverado
11134,733186,19888,2015,33364,Swansea, MA,JF2SJADC1FH460750,Subaru,Forester2.5i
11135,311497,22950,2012,83094,Brighton, CO,1FTFW1EF1CFA76145,Ford,F-1504WD
